ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S124523,C41468,23/11/2020,Coolant Flush,332.0
S124524,C41468,10/06/2025,Transmission Check,375.0
S124525,C41468,28/08/2021,Air Filter Replacement,445.0
S124526,C41469,11/11/2024,Transmission Check,186.0
S124527,C41469,03/05/2023,Major Service,229.0
S124528,C41470,16/11/2021,Air Filter Replacement,348.0
S124529,C41470,24/02/2022,Wheel Alignment,232.0
S124530,C41471,20/07/2022,Major Service,444.0
S124531,C41471,01/07/2023,Transmission Check,290.0
S124547,C41477,25/10/2020,Tire Replacement,66.0
S124551,C41478,08/10/2021,Suspension Check,115.0
S124617,C41500,25/12/2023,Air Filter Replacement,416.0
S124637,C41508,30/08/2021,Wheel Alignment,133.0
S124638,C41508,13/12/2024,Air Filter Replacement,87.0
S124639,C41508,06/08/2025,Spark Plug Replacement,351.0
S124650,C41511,18/03/2022,Suspension Check,339.0
S124652,C41511,01/03/2021,Wheel Alignment,480.0
S124653,C41511,29/07/2023,Wheel Alignment,86.0
S124659,C41513,09/05/2025,Spark Plug Replacement,55.0
S12469,C04145,26/09/2022,Air Filter Replacement,123.0
S124694,C41525,27/09/2021,Brake Replacement,499.0
S124696,C41525,27/01/2021,Tire Replacement,99.0
S124697,C41525,20/12/2020,Oil Change,381.0
S12470,C04145,18/02/2021,Air Filter Replacement,290.0
S124702,C41527,30/03/2021,Coolant Flush,248.0
S124703,C41527,29/12/2020,Suspension Check,435.0
S124718,C41532,01/09/2024,Oil Change,443.0
S12473,C04145,12/10/2020,Spark Plug Replacement,87.0
S124755,C41541,07/12/2022,Major Service,279.0
S12478,C04147,13/02/2023,Wheel Alignment,446.0
S124780,C41548,01/02/2025,Coolant Flush,387.0
S124781,C41548,12/11/2022,Brake Replacement,391.0
S124782,C41548,28/07/2021,Tire Replacement,245.0
S12479,C04147,07/01/2024,Tire Replacement,493.0
S12480,C04147,30/05/2021,Air Filter Replacement,274.0
S12485,C04149,22/08/2022,Transmission Check,296.0
S124859,C41570,24/03/2022,Major Service,87.0
S124862,C41570,01/10/2020,Transmission Check,288.0
S124869,C41572,24/02/2024,Spark Plug Replacement,83.0
S124900,C41585,18/10/2020,Spark Plug Replacement,392.0
S124905,C41587,26/04/2023,Coolant Flush,273.0
S124914,C41590,17/05/2024,Suspension Check,235.0
S124923,C41594,07/06/2021,Brake Replacement,463.0
S124942,C41600,13/02/2022,Spark Plug Replacement,387.0
S124943,C41600,16/12/2022,Air Filter Replacement,109.0
S124944,C41600,03/10/2024,Tire Replacement,240.0
S124950,C41602,14/09/2023,Tire Replacement,123.0
S124951,C41602,25/03/2024,Oil Change,450.0
S124952,C41602,19/11/2020,Transmission Check,307.0
S124957,C41604,05/08/2021,Oil Change,395.0
S124958,C41604,01/12/2024,Brake Replacement,443.0
S124959,C41604,29/10/2021,Major Service,72.0
S124960,C41605,12/10/2023,Tire Replacement,272.0
S124962,C41605,04/06/2025,Spark Plug Replacement,436.0
S124964,C41605,23/12/2021,Brake Replacement,91.0
S124990,C41615,22/12/2020,Clutch Replacement,191.0
S124992,C41615,20/07/2024,Clutch Replacement,76.0
S125004,C41620,05/01/2025,Battery Replacement,297.0
S125005,C41620,23/01/2024,Oil Change,357.0
S125034,C41631,05/04/2025,Major Service,193.0
S125065,C41644,12/04/2024,Clutch Replacement,364.0
S125080,C41648,16/08/2022,Major Service,206.0
S125092,C41650,01/11/2024,Brake Replacement,83.0
S12510,C04157,03/09/2020,Air Filter Replacement,363.0
S12512,C04158,25/01/2022,Wheel Alignment,337.0
S12513,C04158,13/06/2022,Oil Change,167.0
S125134,C41664,06/12/2020,Wheel Alignment,409.0
S125139,C41667,03/01/2023,Oil Change,400.0
S125140,C41667,03/11/2021,Major Service,457.0
S125141,C41667,12/03/2022,Transmission Check,186.0
S125154,C41671,15/03/2025,Oil Change,440.0
S125155,C41672,13/01/2022,Oil Change,363.0
S125157,C41672,20/05/2023,Coolant Flush,300.0
S125167,C41676,28/04/2023,Coolant Flush,64.0
S125169,C41676,10/05/2021,Air Filter Replacement,441.0
S125170,C41676,18/05/2021,Major Service,466.0
S125185,C41683,31/03/2022,Spark Plug Replacement,133.0
S125186,C41683,10/04/2021,Transmission Check,240.0
S125207,C41691,20/05/2024,Wheel Alignment,291.0
S125218,C41694,02/11/2022,Suspension Check,106.0
S125219,C41694,02/08/2024,Transmission Check,398.0
S12524,C04163,27/05/2024,Brake Replacement,103.0
S125257,C41705,15/09/2023,Spark Plug Replacement,492.0
S125284,C41711,21/08/2023,Oil Change,315.0
S125285,C41711,21/03/2023,Clutch Replacement,189.0
S125286,C41711,15/03/2021,Coolant Flush,245.0
S125288,C41712,03/05/2024,Tire Replacement,300.0
S125290,C41712,24/12/2023,Battery Replacement,454.0
S125295,C41715,17/07/2022,Transmission Check,471.0
S125296,C41715,02/05/2023,Major Service,151.0
S125308,C41721,01/02/2022,Air Filter Replacement,294.0
S125309,C41721,24/11/2021,Battery Replacement,294.0
S125310,C41722,07/11/2023,Brake Replacement,436.0
S125312,C41722,27/12/2020,Major Service,425.0
S125313,C41722,26/05/2021,Suspension Check,344.0
S125325,C41727,08/04/2023,Suspension Check,410.0
S125326,C41727,16/12/2022,Major Service,195.0
S125329,C41728,13/08/2023,Battery Replacement,373.0
S125331,C41729,10/06/2021,Brake Replacement,99.0
S125332,C41729,08/10/2024,Tire Replacement,290.0
S12534,C04166,11/06/2021,Battery Replacement,211.0
S12535,C04166,14/01/2023,Wheel Alignment,216.0
S125352,C41736,11/02/2022,Air Filter Replacement,388.0
S125354,C41736,31/01/2024,Coolant Flush,117.0
S125362,C41739,30/01/2023,Coolant Flush,70.0
S125363,C41739,21/03/2023,Spark Plug Replacement,195.0
S125369,C41741,15/12/2024,Battery Replacement,427.0
S125370,C41741,07/11/2022,Battery Replacement,435.0
S125371,C41741,05/10/2023,Air Filter Replacement,100.0
S125372,C41742,15/04/2024,Major Service,203.0
S125373,C41742,13/11/2021,Battery Replacement,366.0
S125382,C41746,26/02/2022,Oil Change,206.0
S125383,C41746,18/10/2024,Oil Change,381.0
S125413,C41757,17/06/2024,Coolant Flush,284.0
S125417,C41758,24/08/2024,Air Filter Replacement,97.0
S125420,C41758,19/12/2021,Coolant Flush,79.0
S125427,C41760,10/05/2024,Transmission Check,188.0
S125428,C41760,12/12/2020,Major Service,293.0
S125429,C41760,18/04/2023,Transmission Check,316.0
S125436,C41762,02/03/2021,Brake Replacement,380.0
S125437,C41763,21/06/2023,Wheel Alignment,383.0
S125438,C41763,15/06/2021,Oil Change,145.0
S125445,C41766,06/08/2024,Transmission Check,251.0
S125447,C41767,08/02/2023,Major Service,478.0
S125452,C41768,09/02/2021,Tire Replacement,486.0
S125454,C41768,31/08/2021,Battery Replacement,274.0
S125455,C41768,01/06/2025,Suspension Check,333.0
S125464,C41772,05/03/2023,Air Filter Replacement,432.0
S125466,C41772,23/04/2022,Tire Replacement,118.0
S125486,C41779,17/04/2023,Coolant Flush,57.0
S125487,C41779,18/02/2023,Oil Change,193.0
S125501,C41783,25/11/2024,Wheel Alignment,171.0
S125502,C41783,27/08/2021,Oil Change,339.0
S125515,C41788,27/11/2020,Battery Replacement,392.0
S125516,C41788,23/12/2022,Tire Replacement,314.0
S125519,C41789,07/12/2021,Spark Plug Replacement,128.0
S125520,C41789,27/06/2025,Suspension Check,432.0
S125521,C41789,23/07/2021,Transmission Check,327.0
S125534,C41794,28/06/2024,Wheel Alignment,280.0
S125535,C41794,25/12/2024,Air Filter Replacement,361.0
S125536,C41795,12/09/2021,Battery Replacement,373.0
S125545,C41800,07/10/2023,Wheel Alignment,70.0
S125546,C41800,03/01/2024,Transmission Check,217.0
S125547,C41800,24/07/2024,Air Filter Replacement,88.0
S125559,C41806,02/02/2023,Oil Change,144.0
S125560,C41806,25/04/2023,Suspension Check,409.0
S125571,C41808,20/11/2020,Transmission Check,124.0
S125572,C41809,13/02/2022,Suspension Check,428.0
S125580,C41812,10/09/2020,Wheel Alignment,258.0
S125581,C41813,08/06/2021,Brake Replacement,323.0
S125588,C41817,10/07/2023,Wheel Alignment,474.0
S125592,C41819,02/07/2022,Coolant Flush,270.0
S125597,C41821,02/08/2024,Tire Replacement,240.0
S125615,C41827,17/06/2022,Suspension Check,467.0
S125617,C41828,08/09/2021,Coolant Flush,350.0
S125620,C41828,04/06/2021,Oil Change,117.0
S125621,C41829,22/12/2024,Tire Replacement,317.0
S125622,C41829,06/02/2022,Spark Plug Replacement,364.0
S125623,C41829,20/01/2023,Major Service,356.0
S125647,C41837,09/06/2023,Battery Replacement,497.0
S125648,C41837,04/10/2023,Spark Plug Replacement,370.0
S125653,C41838,06/05/2022,Battery Replacement,161.0
S125654,C41838,19/05/2022,Battery Replacement,355.0
S125662,C41841,04/03/2023,Battery Replacement,252.0
S125663,C41841,22/09/2021,Battery Replacement,423.0
S125664,C41841,11/03/2025,Suspension Check,461.0
S125667,C41843,10/10/2023,Suspension Check,308.0
S12568,C04179,31/10/2024,Battery Replacement,272.0
S125685,C41850,19/04/2021,Suspension Check,481.0
S125686,C41850,30/09/2021,Air Filter Replacement,457.0
S125687,C41850,04/12/2022,Oil Change,52.0
S125701,C41855,30/06/2021,Coolant Flush,82.0
S125704,C41855,08/04/2025,Wheel Alignment,425.0
S12571,C04179,06/03/2023,Major Service,393.0
S125731,C41865,10/02/2025,Major Service,96.0
S125732,C41865,29/08/2021,Spark Plug Replacement,468.0
S125733,C41865,12/04/2024,Brake Replacement,102.0
S125750,C41869,12/02/2024,Oil Change,101.0
S125770,C41879,09/07/2024,Coolant Flush,410.0
S125771,C41879,07/09/2024,Major Service,372.0
S12578,C04181,01/05/2022,Transmission Check,493.0
S125783,C41884,05/10/2021,Tire Replacement,55.0
S125789,C41886,25/03/2023,Clutch Replacement,154.0
S12579,C04181,28/08/2021,Air Filter Replacement,164.0
S12581,C04182,28/12/2024,Oil Change,363.0
S12583,C04182,08/05/2024,Oil Change,409.0
S12584,C04182,01/03/2021,Brake Replacement,84.0
S12586,C04184,24/08/2025,Brake Replacement,458.0
S125863,C41913,16/09/2022,Wheel Alignment,96.0
S125864,C41913,24/06/2025,Major Service,384.0
S12587,C04184,05/06/2021,Coolant Flush,71.0
S125877,C41918,21/05/2024,Brake Replacement,461.0
S125891,C41924,08/02/2025,Battery Replacement,220.0
S125900,C41928,27/05/2023,Major Service,320.0
S125901,C41928,26/05/2022,Tire Replacement,349.0
S125902,C41928,08/04/2021,Brake Replacement,438.0
S125908,C41930,14/08/2022,Spark Plug Replacement,104.0
S125943,C41941,15/11/2022,Wheel Alignment,186.0
S125944,C41941,18/04/2024,Brake Replacement,119.0
S125963,C41948,12/10/2021,Air Filter Replacement,451.0
S125974,C41952,21/08/2023,Suspension Check,187.0
S125976,C41953,19/11/2020,Major Service,115.0
S126006,C41962,18/12/2024,Major Service,122.0
S126015,C41966,05/08/2025,Spark Plug Replacement,473.0
S126016,C41967,09/04/2023,Oil Change,154.0
S126018,C41967,14/07/2022,Clutch Replacement,295.0
S126019,C41967,14/04/2023,Air Filter Replacement,267.0
S126025,C41969,01/08/2024,Major Service,374.0
S12603,C04190,01/02/2025,Oil Change,475.0
S12604,C04190,19/10/2024,Clutch Replacement,408.0
S12605,C04190,05/07/2021,Major Service,377.0
S126090,C41988,13/05/2022,Spark Plug Replacement,129.0
S126096,C41991,09/05/2022,Transmission Check,401.0
S126097,C41991,27/12/2020,Clutch Replacement,492.0
S126127,C42002,06/05/2025,Major Service,169.0
S126137,C42006,28/03/2021,Oil Change,297.0
S126138,C42006,15/04/2022,Suspension Check,82.0
S126140,C42006,23/11/2023,Coolant Flush,160.0
S12615,C04194,14/07/2022,Tire Replacement,288.0
S126153,C42011,30/11/2022,Spark Plug Replacement,73.0
S126154,C42011,27/01/2025,Clutch Replacement,472.0
S126155,C42011,23/04/2022,Tire Replacement,255.0
S12616,C04194,26/09/2022,Wheel Alignment,139.0
S126167,C42014,28/05/2025,Brake Replacement,64.0
S126169,C42014,14/11/2020,Air Filter Replacement,333.0
S12617,C04194,25/09/2020,Coolant Flush,85.0
S126185,C42018,02/04/2021,Oil Change,156.0
S126186,C42018,02/12/2024,Air Filter Replacement,78.0
S126212,C42025,10/07/2021,Brake Replacement,125.0
S126214,C42027,21/11/2023,Brake Replacement,393.0
S126215,C42027,19/07/2025,Transmission Check,412.0
S126216,C42027,02/04/2024,Battery Replacement,129.0
S126219,C42029,30/05/2022,Battery Replacement,198.0
S126225,C42033,15/10/2020,Suspension Check,338.0
S126228,C42035,26/08/2024,Oil Change,424.0
S126241,C42040,06/05/2024,Oil Change,163.0
S126242,C42040,16/08/2024,Wheel Alignment,406.0
S126248,C42042,07/08/2025,Coolant Flush,456.0
S12625,C04197,15/09/2023,Clutch Replacement,449.0
S126251,C42042,22/06/2023,Transmission Check,74.0
S126252,C42043,13/05/2023,Air Filter Replacement,293.0
S126254,C42043,27/12/2024,Air Filter Replacement,429.0
S126262,C42045,14/03/2023,Spark Plug Replacement,83.0
S126267,C42047,22/12/2023,Battery Replacement,283.0
S126268,C42047,22/05/2021,Transmission Check,109.0
S126269,C42047,25/05/2021,Brake Replacement,151.0
S126270,C42048,25/03/2021,Tire Replacement,414.0
S126271,C42049,19/02/2025,Suspension Check,399.0
S126273,C42049,01/09/2025,Spark Plug Replacement,448.0
S126274,C42049,29/10/2020,Tire Replacement,78.0
S126284,C42053,27/02/2021,Suspension Check,202.0
S126285,C42053,03/09/2020,Clutch Replacement,254.0
S126286,C42053,19/04/2021,Oil Change,373.0
S126291,C42055,02/08/2025,Wheel Alignment,488.0
S126292,C42056,03/04/2025,Oil Change,164.0
S126301,C42060,19/02/2025,Oil Change,66.0
S12632,C04202,03/07/2024,Wheel Alignment,243.0
S12634,C04202,10/11/2021,Major Service,285.0
S126341,C42077,01/11/2024,Coolant Flush,386.0
S126342,C42077,08/02/2021,Air Filter Replacement,64.0
S126355,C42083,17/04/2023,Wheel Alignment,492.0
S126357,C42084,27/08/2024,Tire Replacement,66.0
S126358,C42085,30/11/2023,Wheel Alignment,268.0
S126359,C42085,07/07/2025,Transmission Check,459.0
S12636,C04203,11/01/2025,Clutch Replacement,404.0
S126361,C42086,08/11/2023,Clutch Replacement,218.0
S126363,C42086,19/08/2023,Major Service,394.0
S126366,C42087,21/02/2025,Brake Replacement,123.0
S12637,C04203,21/05/2022,Clutch Replacement,68.0
S12638,C04203,03/08/2024,Coolant Flush,292.0
S126381,C42094,24/03/2024,Suspension Check,449.0
S126382,C42094,02/03/2024,Clutch Replacement,205.0
S126393,C42097,30/09/2023,Suspension Check,363.0
S126396,C42098,04/04/2025,Battery Replacement,305.0
S12640,C04204,07/01/2025,Brake Replacement,423.0
S126403,C42099,09/04/2021,Wheel Alignment,478.0
S126404,C42099,08/05/2021,Spark Plug Replacement,89.0
S126405,C42100,25/11/2020,Wheel Alignment,480.0
S126418,C42104,28/10/2024,Major Service,142.0
S126436,C42109,25/08/2025,Coolant Flush,330.0
S126438,C42110,21/09/2022,Suspension Check,260.0
S126440,C42110,09/01/2022,Brake Replacement,357.0
S126441,C42110,26/03/2023,Battery Replacement,268.0
S126443,C42111,09/06/2024,Tire Replacement,119.0
S126452,C42115,30/08/2022,Clutch Replacement,290.0
S12648,C04208,20/11/2023,Coolant Flush,305.0
S126483,C42125,03/09/2024,Air Filter Replacement,79.0
S126484,C42125,07/12/2023,Battery Replacement,156.0
S12649,C04208,04/03/2024,Battery Replacement,349.0
S126583,C42154,21/09/2024,Battery Replacement,309.0
S126584,C42154,26/06/2023,Oil Change,416.0
S126585,C42154,15/04/2024,Major Service,434.0
S126589,C42156,07/04/2022,Spark Plug Replacement,300.0
S126590,C42156,13/06/2021,Battery Replacement,229.0
S126605,C42161,24/01/2025,Suspension Check,307.0
S126608,C42161,30/10/2021,Spark Plug Replacement,179.0
S126616,C42164,02/05/2025,Wheel Alignment,460.0
S126617,C42164,10/10/2022,Clutch Replacement,157.0
S126621,C42165,29/05/2025,Clutch Replacement,142.0
S126630,C42169,06/12/2023,Oil Change,114.0
S126648,C42176,12/12/2024,Suspension Check,361.0
S126659,C42180,05/08/2023,Wheel Alignment,172.0
S126660,C42180,20/10/2023,Tire Replacement,361.0
S126674,C42185,03/11/2023,Clutch Replacement,185.0
S126675,C42185,26/02/2022,Tire Replacement,244.0
S126676,C42185,21/12/2023,Major Service,128.0
S126677,C42186,24/06/2023,Clutch Replacement,477.0
S126682,C42187,17/03/2025,Tire Replacement,398.0
S126685,C42188,28/11/2024,Suspension Check,155.0
S126686,C42188,21/07/2025,Oil Change,302.0
S126687,C42188,13/05/2021,Suspension Check,253.0
S126698,C42192,08/12/2020,Wheel Alignment,484.0
S126700,C42192,06/02/2021,Spark Plug Replacement,134.0
S126702,C42193,13/05/2022,Spark Plug Replacement,307.0
S126703,C42193,16/04/2022,Coolant Flush,314.0
S126725,C42200,03/02/2022,Suspension Check,490.0
S126739,C42203,12/07/2024,Air Filter Replacement,124.0
S126745,C42205,20/11/2021,Clutch Replacement,363.0
S12675,C04216,23/06/2021,Air Filter Replacement,91.0
S126779,C42213,04/09/2024,Coolant Flush,124.0
S126780,C42213,27/12/2020,Battery Replacement,79.0
S126781,C42213,16/04/2023,Suspension Check,85.0
S126782,C42214,15/08/2023,Major Service,381.0
S126783,C42214,30/11/2023,Air Filter Replacement,266.0
S126787,C42215,27/04/2021,Clutch Replacement,318.0
S126792,C42217,02/09/2024,Clutch Replacement,423.0
S126793,C42217,25/02/2024,Clutch Replacement,340.0
S126794,C42217,17/09/2024,Clutch Replacement,457.0
S126795,C42218,30/07/2021,Coolant Flush,438.0
S126799,C42220,09/06/2021,Oil Change,291.0
S12680,C04217,21/09/2021,Air Filter Replacement,357.0
S126835,C42233,17/06/2025,Air Filter Replacement,335.0
S126844,C42237,30/12/2024,Spark Plug Replacement,428.0
S126850,C42239,19/02/2022,Tire Replacement,337.0
S126851,C42239,04/03/2022,Brake Replacement,464.0
S126852,C42239,02/03/2024,Suspension Check,146.0
S126866,C42244,01/07/2022,Spark Plug Replacement,362.0
S126867,C42244,31/07/2023,Brake Replacement,450.0
S126868,C42244,08/10/2024,Suspension Check,456.0
S126870,C42245,15/06/2023,Coolant Flush,167.0
S126871,C42246,02/07/2023,Brake Replacement,62.0
S126872,C42246,12/06/2021,Wheel Alignment,492.0
S12689,C04220,04/12/2021,Air Filter Replacement,321.0
S126891,C42252,05/11/2023,Transmission Check,424.0
S126892,C42252,20/02/2024,Clutch Replacement,288.0
S126952,C42271,24/01/2022,Tire Replacement,252.0
S126953,C42271,14/11/2021,Major Service,398.0
S126954,C42272,16/03/2024,Transmission Check,440.0
S126960,C42275,16/11/2022,Air Filter Replacement,189.0
S126961,C42275,20/07/2022,Spark Plug Replacement,403.0
S126963,C42275,11/07/2022,Suspension Check,135.0
S126965,C42276,25/12/2023,Coolant Flush,239.0
S126966,C42276,01/02/2025,Spark Plug Replacement,116.0
S126967,C42276,20/09/2020,Major Service,446.0
S126974,C42279,19/11/2020,Battery Replacement,142.0
S126994,C42285,14/11/2022,Clutch Replacement,496.0
S126996,C42285,17/10/2022,Spark Plug Replacement,499.0
S126997,C42285,14/09/2020,Clutch Replacement,130.0
S127001,C42287,16/03/2023,Wheel Alignment,110.0
S127002,C42287,24/09/2024,Battery Replacement,141.0
S127004,C42287,09/02/2024,Major Service,198.0
S127022,C42295,29/09/2021,Clutch Replacement,400.0
S127047,C42305,28/11/2020,Battery Replacement,80.0
S127048,C42306,29/09/2023,Transmission Check,273.0
S127054,C42309,30/04/2024,Clutch Replacement,195.0
S127071,C42315,07/04/2024,Oil Change,354.0
S127097,C42324,04/05/2022,Spark Plug Replacement,391.0
S127098,C42324,24/01/2023,Oil Change,219.0
S12711,C04228,09/02/2024,Spark Plug Replacement,431.0
S127111,C42329,15/06/2025,Brake Replacement,61.0
S127115,C42332,07/11/2021,Brake Replacement,424.0
S127118,C42333,18/05/2025,Oil Change,415.0
S127122,C42334,25/04/2022,Brake Replacement,104.0
S12714,C04228,21/09/2020,Clutch Replacement,232.0
S127157,C42346,30/08/2023,Brake Replacement,398.0
S127158,C42346,03/05/2022,Wheel Alignment,237.0
S127163,C42348,27/08/2024,Spark Plug Replacement,112.0
S127168,C42351,24/12/2021,Air Filter Replacement,89.0
S127169,C42351,19/07/2023,Brake Replacement,452.0
S127170,C42351,16/05/2025,Suspension Check,255.0
S127179,C42355,10/12/2022,Spark Plug Replacement,407.0
S127187,C42358,28/02/2022,Wheel Alignment,115.0
S127188,C42358,14/09/2020,Suspension Check,112.0
S12719,C04230,19/08/2025,Major Service,158.0
S12720,C04230,27/02/2024,Suspension Check,498.0
S127211,C42364,29/03/2024,Transmission Check,367.0
S127212,C42364,11/01/2024,Transmission Check,355.0
S12722,C04230,11/07/2025,Air Filter Replacement,209.0
S127224,C42368,22/06/2025,Air Filter Replacement,302.0
S127250,C42376,04/03/2025,Oil Change,482.0
S127252,C42377,01/09/2023,Brake Replacement,460.0
S127254,C42378,05/03/2025,Tire Replacement,183.0
S127257,C42378,22/12/2024,Clutch Replacement,277.0
S127272,C42384,22/09/2024,Suspension Check,240.0
