AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A09609,C06405,17/06/2023,Side mirror broken,4170.0,Minor
A09611,C06408,25/01/2025,Front-end collision,4732.0,Severe
A09612,C06408,23/01/2025,Damage from pothole incident,1029.0,Moderate
A09613,C06408,01/08/2021,Damage from pothole incident,2950.0,Moderate
A09619,C06414,22/03/2025,Minor parking lot accident,4368.0,Moderate
A09623,C06416,03/03/2024,Scratched paint on rear bumper,4901.0,Moderate
A09628,C06419,19/01/2022,Side mirror broken,4166.0,Severe
A09629,C06419,06/12/2020,Minor fender bender,3316.0,Minor
A09632,C06421,05/03/2024,Hood dent from minor crash,123.0,Moderate
A09641,C06428,11/12/2020,Front-end collision,1172.0,Severe
A09642,C06428,05/08/2023,Hood dent from minor crash,3301.0,Minor
A09643,C06429,01/05/2024,Hood dent from minor crash,3686.0,Moderate
A09644,C06429,25/05/2021,Rear quarter panel dent,4536.0,Minor
A09645,C06430,04/12/2023,Side panel scratch,3238.0,Minor
A09646,C06433,22/11/2024,Damage from pothole incident,3572.0,Major
A09647,C06433,26/05/2025,Windshield damage,324.0,Minor
A09648,C06433,12/01/2024,Hood dent from minor crash,2772.0,Major
A09649,C06434,14/12/2022,Rear-end hit at traffic light,4235.0,Severe
A09650,C06434,14/02/2025,Tire puncture during accident,3844.0,Moderate
A09651,C06434,30/12/2024,Minor parking lot accident,2326.0,Severe
A09652,C06435,13/09/2021,Rear quarter panel dent,4860.0,Severe
A09653,C06435,20/08/2024,Rear-end hit at traffic light,683.0,Severe
A09667,C06443,15/05/2023,Parking lot scrape,2675.0,Severe
A09668,C06443,10/01/2025,Rear-end hit at traffic light,2101.0,Severe
A09684,C06455,23/01/2021,Side mirror broken,3962.0,Major
A09685,C06455,08/05/2025,Rear bumper collision,4517.0,Moderate
A09699,C06464,26/10/2021,Front-end collision,2127.0,Severe
A09700,C06464,17/06/2021,Front-end collision,793.0,Severe
A09701,C06466,13/02/2025,Rear bumper collision,4771.0,Severe
A09702,C06466,05/10/2022,Minor fender bender,744.0,Minor
A09703,C06468,16/11/2020,Front-end collision,2821.0,Severe
A09704,C06468,01/02/2025,Side mirror broken,4205.0,Severe
A09705,C06468,31/05/2021,Windshield damage,814.0,Severe
A09721,C06479,25/11/2022,Front-end collision,793.0,Severe
A09722,C06479,24/11/2023,Minor parking lot accident,1994.0,Moderate
A09726,C06481,12/12/2021,Head-on collision,4226.0,Minor
A09727,C06484,10/02/2023,Rear bumper collision,3089.0,Moderate
A09728,C06484,14/01/2023,Side swipe from passing vehicle,3704.0,Minor
A09729,C06484,23/04/2021,Front bumper scrape,3227.0,Moderate
A09730,C06485,05/06/2025,Scratched paint on rear bumper,4302.0,Minor
A09731,C06485,04/12/2021,Side mirror broken,2058.0,Severe
A09732,C06485,21/11/2023,Side mirror broken,3361.0,Major
A09740,C06492,07/05/2021,Side panel scratch,768.0,Major
A09742,C06494,02/03/2023,Minor fender bender,3589.0,Major
A09775,C06514,08/08/2022,Parking lot scrape,1857.0,Moderate
A09783,C06522,31/07/2024,Windshield damage,687.0,Minor
A09784,C06522,12/12/2020,Fender scratch from curb,3716.0,Moderate
A09785,C06522,06/09/2023,Damage from pothole incident,1395.0,Minor
A09789,C06527,30/06/2024,Front bumper scrape,4607.0,Moderate
A09799,C06536,22/06/2021,Tire puncture during accident,2886.0,Minor
A09800,C06536,24/07/2022,Side swipe from passing vehicle,2078.0,Moderate
A09801,C06537,02/04/2023,Collision with pole,1943.0,Severe
A09802,C06537,11/11/2021,Rear-end hit at traffic light,192.0,Moderate
A09803,C06537,30/05/2022,Front bumper scrape,2017.0,Major
A09804,C06538,20/09/2020,Fender scratch from curb,1523.0,Severe
A09805,C06538,10/08/2023,Head-on collision,2929.0,Major
A09808,C06542,01/09/2024,Collision with pole,1174.0,Minor
A09809,C06542,14/04/2021,Collision with pole,4104.0,Minor
A09810,C06543,27/10/2023,Side mirror broken,1284.0,Major
A09811,C06543,10/03/2021,Scratched paint on rear bumper,4857.0,Major
A09812,C06543,17/05/2025,Collision with pole,1616.0,Severe
A09822,C06550,18/12/2021,Accident on slippery road,3068.0,Major
A09825,C06552,09/01/2025,Windshield damage,1836.0,Severe
A09826,C06552,21/12/2023,Rear-end hit at traffic light,160.0,Severe
A09827,C06552,07/11/2024,Windshield damage,1700.0,Minor
A09828,C06553,11/07/2023,Minor collision at roundabout,712.0,Major
A09829,C06553,26/07/2022,Minor fender bender,2167.0,Severe
A09836,C06557,12/06/2025,Head-on collision,976.0,Severe
A09837,C06557,24/01/2025,Tire puncture during accident,493.0,Major
A09838,C06557,24/07/2025,Door dent from tight parking,4837.0,Severe
A09846,C06562,12/10/2020,Minor fender bender,4653.0,Severe
A09852,C06565,02/03/2021,Parking lot scrape,1002.0,Minor
A09853,C06565,27/06/2023,Accident on slippery road,3376.0,Major
A09857,C06568,25/03/2023,Minor parking lot accident,3427.0,Moderate
A09858,C06568,22/08/2022,Side panel scratch,2754.0,Severe
A09859,C06568,02/02/2021,Rear quarter panel dent,1576.0,Minor
A09871,C06574,14/04/2022,Rear bumper collision,1127.0,Minor
A09875,C06577,14/06/2021,Damage from pothole incident,3686.0,Moderate
A09876,C06577,06/01/2022,Front bumper scrape,1921.0,Minor
A09877,C06577,03/09/2024,Fender scratch from curb,4757.0,Major
A09881,C06586,02/05/2024,Damage from pothole incident,1213.0,Minor
A09882,C06586,28/03/2025,Head-on collision,1422.0,Severe
A09898,C06595,05/01/2021,Collision with pole,2264.0,Major
A09899,C06595,03/01/2024,Head-on collision,3835.0,Minor
A09900,C06595,17/02/2021,Rear bumper collision,3620.0,Moderate
A09912,C06601,07/04/2025,Minor fender bender,2141.0,Moderate
A09916,C06606,10/04/2023,Minor fender bender,1316.0,Severe
A09917,C06606,08/11/2023,Minor collision at roundabout,2086.0,Minor
A09926,C06613,22/07/2021,Front-end collision,232.0,Severe
A09939,C06624,15/08/2023,Hood dent from minor crash,4861.0,Moderate
A09940,C06624,12/02/2022,Rear bumper collision,2300.0,Moderate
A09941,C06624,07/05/2021,Rear-end hit at traffic light,2087.0,Minor
A09957,C06632,01/12/2020,Rear quarter panel dent,4673.0,Severe
A09958,C06632,19/11/2024,Minor parking lot accident,1007.0,Minor
A09960,C06634,13/07/2025,Minor parking lot accident,3462.0,Major
A09961,C06634,24/01/2022,Head-on collision,3672.0,Moderate
A09970,C06647,04/02/2023,Minor parking lot accident,1564.0,Major
A09971,C06647,23/11/2021,Side swipe from passing vehicle,495.0,Major
A09975,C06650,02/06/2025,Collision with pole,3000.0,Moderate
A09976,C06650,16/10/2020,Side swipe from passing vehicle,3951.0,Moderate
A09977,C06650,26/12/2024,Rear bumper collision,3669.0,Major
A09978,C06651,04/10/2020,Rear bumper collision,198.0,Minor
A09979,C06651,03/05/2021,Front bumper scrape,3508.0,Major
A09980,C06651,19/02/2025,Front bumper scrape,539.0,Minor
A09981,C06652,29/12/2023,Side panel scratch,262.0,Minor
A09982,C06652,08/10/2020,Fender scratch from curb,2615.0,Moderate
A09983,C06652,12/06/2023,Rear quarter panel dent,2433.0,Moderate
A09985,C06654,17/09/2023,Side swipe from passing vehicle,548.0,Moderate
A09987,C06657,04/11/2022,Minor parking lot accident,731.0,Severe
A09988,C06657,05/02/2022,Front bumper scrape,4396.0,Severe
A09989,C06657,30/03/2023,Hood dent from minor crash,3035.0,Minor
A09993,C06659,22/05/2023,Damage from pothole incident,4277.0,Moderate
A09997,C06661,27/04/2023,Fender scratch from curb,1242.0,Severe
A09998,C06661,25/11/2022,Accident on slippery road,1385.0,Moderate
A09999,C06661,01/06/2022,Tire puncture during accident,484.0,Minor
A10005,C06664,06/05/2024,Fender scratch from curb,2421.0,Severe
A10008,C06667,02/01/2025,Head-on collision,3466.0,Major
A10009,C06667,28/04/2024,Windshield damage,3036.0,Minor
A10013,C06671,15/03/2022,Front bumper scrape,2116.0,Major
A10022,C06676,19/04/2025,Rear bumper collision,1669.0,Major
A10023,C06677,14/01/2023,Door dent from tight parking,1175.0,Severe
A10024,C06677,10/08/2024,Collision with pole,1429.0,Severe
A10025,C06677,13/09/2021,Head-on collision,2218.0,Severe
A10035,C06683,06/04/2025,Door dent from tight parking,4977.0,Minor
A10036,C06683,24/08/2025,Front bumper scrape,1485.0,Major
A10037,C06683,20/03/2021,Accident on slippery road,2641.0,Severe
A10038,C06685,07/10/2021,Side swipe from passing vehicle,818.0,Severe
A10039,C06685,06/05/2023,Collision with pole,1157.0,Minor
A10040,C06687,24/04/2024,Minor fender bender,1962.0,Severe
A10041,C06687,04/12/2021,Front-end collision,245.0,Minor
A10042,C06687,13/06/2022,Front-end collision,2180.0,Major
A10043,C06688,03/12/2021,Side swipe from passing vehicle,2489.0,Moderate
A10044,C06688,14/10/2021,Fender scratch from curb,1879.0,Major
A10045,C06688,02/08/2022,Damage from pothole incident,3251.0,Severe
A10048,C06690,16/06/2022,Minor parking lot accident,4367.0,Major
A10049,C06690,12/11/2022,Door dent from tight parking,315.0,Moderate
A10050,C06690,03/03/2025,Parking lot scrape,2762.0,Major
A10051,C06694,27/12/2020,Fender scratch from curb,2323.0,Minor
A10052,C06694,17/12/2020,Front bumper scrape,137.0,Moderate
A10063,C06700,18/10/2020,Door dent from tight parking,4986.0,Severe
A10064,C06700,29/04/2022,Hood dent from minor crash,3782.0,Major
A10065,C06701,11/11/2020,Hood dent from minor crash,785.0,Minor
A10066,C06703,18/01/2022,Minor parking lot accident,1228.0,Major
A10067,C06704,18/02/2021,Side swipe from passing vehicle,1622.0,Moderate
A10070,C06706,11/05/2021,Tire puncture during accident,4487.0,Minor
A10071,C06706,22/11/2022,Head-on collision,991.0,Moderate
A10072,C06706,22/09/2022,Front-end collision,2134.0,Minor
A10076,C06708,25/07/2025,Minor parking lot accident,677.0,Moderate
A10077,C06708,06/11/2020,Minor collision at roundabout,189.0,Major
A10078,C06708,09/01/2025,Side panel scratch,3009.0,Moderate
A10079,C06709,06/06/2023,Rear quarter panel dent,462.0,Moderate
A10080,C06709,27/11/2024,Accident on slippery road,2307.0,Severe
A10102,C06724,04/06/2022,Front bumper scrape,842.0,Major
A10103,C06724,31/03/2024,Head-on collision,1604.0,Severe
A10104,C06725,14/03/2022,Rear bumper collision,4303.0,Minor
A10105,C06725,30/07/2024,Front bumper scrape,3706.0,Minor
A10106,C06725,16/12/2024,Hood dent from minor crash,2575.0,Moderate
A10109,C06731,15/03/2022,Parking lot scrape,3278.0,Moderate
A10110,C06731,14/06/2024,Fender scratch from curb,4568.0,Severe
A10114,C06736,11/10/2024,Fender scratch from curb,4408.0,Minor
A10115,C06736,25/11/2022,Side mirror broken,1725.0,Major
A10116,C06737,16/11/2020,Door dent from tight parking,3740.0,Moderate
A10120,C06740,04/07/2023,Minor collision at roundabout,3241.0,Minor
A10121,C06740,03/05/2024,Head-on collision,887.0,Moderate
A10122,C06740,12/03/2023,Accident on slippery road,4615.0,Moderate
A10123,C06741,15/08/2021,Side swipe from passing vehicle,3060.0,Major
A10124,C06741,28/09/2021,Minor parking lot accident,4615.0,Severe
A10128,C06743,01/07/2021,Side panel scratch,1041.0,Severe
A10129,C06743,05/07/2021,Fender scratch from curb,1470.0,Minor
A10130,C06743,26/03/2022,Accident on slippery road,2578.0,Minor
A10138,C06748,09/11/2021,Parking lot scrape,1240.0,Severe
A10144,C06753,27/07/2023,Rear quarter panel dent,3584.0,Major
A10145,C06753,23/10/2023,Windshield damage,1637.0,Severe
A10146,C06754,05/08/2024,Collision with pole,831.0,Severe
A10147,C06754,02/10/2022,Front bumper scrape,806.0,Severe
A10148,C06754,21/09/2020,Side swipe from passing vehicle,3788.0,Severe
A10155,C06757,16/11/2021,Scratched paint on rear bumper,4674.0,Major
A10156,C06757,19/01/2021,Minor collision at roundabout,3375.0,Minor
A10157,C06758,28/04/2023,Parking lot scrape,2075.0,Severe
A10158,C06758,15/11/2023,Parking lot scrape,4307.0,Moderate
A10159,C06758,14/12/2022,Rear quarter panel dent,4507.0,Moderate
A10160,C06759,25/05/2023,Fender scratch from curb,4901.0,Moderate
A10161,C06759,27/04/2024,Accident on slippery road,772.0,Major
A10162,C06760,11/04/2022,Side mirror broken,620.0,Minor
A10163,C06760,14/04/2023,Rear quarter panel dent,1742.0,Severe
A10164,C06760,27/03/2022,Minor parking lot accident,4981.0,Moderate
A10165,C06761,22/03/2025,Rear quarter panel dent,1805.0,Severe
A10166,C06761,31/03/2021,Tire puncture during accident,138.0,Moderate
A10174,C06770,04/11/2022,Minor fender bender,1886.0,Severe
A10175,C06770,01/08/2023,Rear quarter panel dent,1043.0,Minor
A10176,C06770,23/10/2020,Scratched paint on rear bumper,1597.0,Severe
A10193,C06779,13/05/2024,Rear-end hit at traffic light,3732.0,Major
A10194,C06779,15/03/2023,Head-on collision,4732.0,Moderate
A10195,C06779,11/03/2025,Rear-end hit at traffic light,2728.0,Severe
A10206,C06789,30/05/2022,Rear bumper collision,684.0,Severe
A10207,C06789,11/01/2025,Rear-end hit at traffic light,267.0,Minor
A10212,C06794,03/11/2024,Collision with pole,3791.0,Severe
A10213,C06794,06/12/2021,Door dent from tight parking,3172.0,Major
A10223,C06803,22/01/2024,Rear-end hit at traffic light,3894.0,Major
A10224,C06804,08/09/2023,Scratched paint on rear bumper,2302.0,Major
A10225,C06804,29/09/2023,Front bumper scrape,682.0,Major
A10226,C06805,15/07/2023,Front-end collision,1666.0,Minor
A10233,C06809,14/05/2024,Parking lot scrape,2554.0,Major
A10234,C06809,19/11/2023,Collision with pole,3072.0,Moderate
A10235,C06809,03/08/2021,Accident on slippery road,1216.0,Minor
A10236,C06810,13/01/2023,Rear quarter panel dent,3179.0,Severe
A10237,C06811,25/09/2024,Rear bumper collision,3169.0,Moderate
A10257,C06822,20/04/2025,Side mirror broken,3898.0,Major
A10262,C06825,02/05/2021,Side mirror broken,4394.0,Severe
A10272,C06833,12/07/2025,Fender scratch from curb,3732.0,Moderate
A10273,C06833,12/08/2025,Windshield damage,1702.0,Major
A10274,C06833,01/09/2021,Hood dent from minor crash,2919.0,Moderate
A10280,C06836,25/09/2023,Tire puncture during accident,4999.0,Major
A10296,C06849,14/09/2021,Minor parking lot accident,4069.0,Severe
A10297,C06849,25/05/2023,Minor collision at roundabout,5000.0,Major
A10298,C06851,10/03/2022,Minor fender bender,4570.0,Moderate
A10299,C06851,09/01/2025,Door dent from tight parking,4149.0,Severe
A10300,C06852,15/11/2020,Hood dent from minor crash,2416.0,Moderate
A10301,C06852,10/04/2022,Front bumper scrape,3348.0,Minor
A10302,C06852,17/04/2021,Minor fender bender,2160.0,Moderate
A10314,C06858,16/10/2024,Side swipe from passing vehicle,2783.0,Minor
A10315,C06861,28/10/2024,Minor fender bender,4838.0,Severe
A10318,C06864,16/03/2023,Tire puncture during accident,3822.0,Major
A10320,C06866,16/08/2022,Minor parking lot accident,4770.0,Minor
A10326,C06869,03/06/2023,Front bumper scrape,3403.0,Minor
A10327,C06869,01/01/2023,Parking lot scrape,2273.0,Major
A10328,C06871,30/09/2022,Hood dent from minor crash,2467.0,Major
A10329,C06871,05/11/2021,Side swipe from passing vehicle,3568.0,Minor
A10330,C06871,30/05/2024,Windshield damage,2859.0,Major
A10331,C06872,03/06/2021,Rear bumper collision,3118.0,Moderate
A10332,C06873,01/04/2022,Door dent from tight parking,1860.0,Severe
A10333,C06873,27/11/2022,Windshield damage,2930.0,Moderate
A10334,C06873,06/07/2022,Front-end collision,3484.0,Moderate
A10337,C06876,22/08/2023,Head-on collision,3401.0,Minor
A10338,C06876,15/04/2021,Minor collision at roundabout,3144.0,Minor
A10348,C06883,11/02/2023,Head-on collision,3498.0,Moderate
A10350,C06886,10/03/2021,Rear bumper collision,1695.0,Severe
A10351,C06886,31/01/2025,Accident on slippery road,2078.0,Severe
A10352,C06886,16/04/2022,Rear-end hit at traffic light,861.0,Moderate
A10353,C06888,30/10/2020,Minor parking lot accident,2818.0,Moderate
A10354,C06888,15/08/2023,Rear quarter panel dent,2572.0,Minor
A10355,C06888,07/12/2024,Front bumper scrape,685.0,Moderate
A10356,C06889,26/07/2021,Fender scratch from curb,2540.0,Minor
A10357,C06889,12/01/2022,Minor parking lot accident,4771.0,Major
A10358,C06889,15/07/2024,Hood dent from minor crash,438.0,Moderate
A10360,C06891,13/06/2025,Fender scratch from curb,800.0,Major
A10361,C06891,06/07/2023,Tire puncture during accident,287.0,Major
A10362,C06891,26/12/2020,Door dent from tight parking,2567.0,Major
A10364,C06893,14/11/2021,Scratched paint on rear bumper,347.0,Minor
A10370,C06897,13/03/2021,Front bumper scrape,1705.0,Minor
A10371,C06897,26/05/2024,Head-on collision,224.0,Major
A10372,C06897,13/01/2024,Windshield damage,3717.0,Severe
A10381,C06905,23/08/2021,Collision with pole,2709.0,Minor
A10382,C06905,10/11/2021,Windshield damage,4748.0,Major
A10383,C06905,22/04/2025,Tire puncture during accident,951.0,Severe
A10397,C06913,25/07/2021,Head-on collision,1549.0,Minor
A10398,C06913,17/05/2021,Side swipe from passing vehicle,1907.0,Minor
A10400,C06915,26/08/2024,Hood dent from minor crash,860.0,Severe
A10401,C06917,18/08/2024,Side mirror broken,316.0,Minor
A10402,C06917,13/03/2021,Door dent from tight parking,2921.0,Minor
A10406,C06921,11/05/2023,Minor parking lot accident,552.0,Minor
A10407,C06921,09/03/2022,Rear bumper collision,2167.0,Severe
A10408,C06922,28/09/2023,Fender scratch from curb,4065.0,Severe
A10409,C06922,03/03/2024,Parking lot scrape,1806.0,Severe
A10412,C06926,20/11/2021,Front-end collision,170.0,Severe
A10413,C06926,18/03/2023,Accident on slippery road,4766.0,Moderate
A10414,C06926,07/02/2025,Door dent from tight parking,1671.0,Moderate
A10415,C06927,12/07/2024,Rear quarter panel dent,588.0,Severe
A10416,C06927,11/03/2023,Collision with pole,2857.0,Minor
A10417,C06927,28/05/2025,Collision with pole,2281.0,Severe
A10418,C06928,02/11/2023,Hood dent from minor crash,4976.0,Severe
A10429,C06934,12/05/2022,Tire puncture during accident,4025.0,Severe
A10430,C06934,19/11/2024,Fender scratch from curb,3220.0,Minor
A10433,C06936,05/03/2022,Tire puncture during accident,407.0,Minor
A10434,C06936,22/10/2021,Accident on slippery road,1074.0,Major
A10435,C06937,24/10/2020,Accident on slippery road,276.0,Minor
A10436,C06937,01/11/2024,Rear-end hit at traffic light,4648.0,Moderate
A10437,C06937,03/08/2023,Minor fender bender,4473.0,Major
A10438,C06940,03/06/2024,Side swipe from passing vehicle,1649.0,Major
A10439,C06940,01/07/2024,Rear quarter panel dent,3910.0,Moderate
A10442,C06943,11/08/2022,Side swipe from passing vehicle,2304.0,Minor
A10443,C06943,11/09/2022,Fender scratch from curb,4897.0,Minor
A10444,C06943,12/05/2025,Windshield damage,4901.0,Minor
A10445,C06944,15/01/2024,Scratched paint on rear bumper,4580.0,Moderate
A10449,C06947,12/04/2022,Front-end collision,3018.0,Minor
A10456,C06958,23/09/2023,Side swipe from passing vehicle,3754.0,Major
A10457,C06958,18/06/2023,Rear-end hit at traffic light,4131.0,Minor
A10458,C06958,17/06/2022,Hood dent from minor crash,3842.0,Moderate
A10471,C06970,29/12/2020,Side swipe from passing vehicle,1603.0,Moderate
A10472,C06970,09/12/2024,Door dent from tight parking,2134.0,Moderate
A10473,C06970,05/01/2023,Collision with pole,4622.0,Major
A10477,C06976,29/08/2024,Minor fender bender,485.0,Minor
A10478,C06976,07/12/2024,Front-end collision,3257.0,Severe
A10479,C06977,03/07/2023,Rear quarter panel dent,643.0,Minor
A10480,C06977,16/12/2024,Accident on slippery road,115.0,Severe
A10487,C06982,10/08/2023,Minor fender bender,2872.0,Minor
